users,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
APP-JZEuaRXvjdd7SoDJKdRuHcxD2XgS51d0f280446b02903050e8c4e6f4cd32,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,video_perc_completed,video_perc_completed,user_engagement,user_engagement,user_engagement,user_engagement,user_engagement,video_perc_completed,video_manual_completed,video_completed,user_engagement,user_engagement,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,user_engagement,user_engagement,user_engagement,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,button_test_ios,button_clicked,button_test_ios,button_clicked,user_engagement,session_start,screen_view,app_open,login,user_engagement,screen_view,button_test_ios,button_clicked,button_test_ios,button_clicked,user_engagement,session_start,user_engagement,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,button_test_ios,button_clicked,user_engagement,user_engagement,hamburger_menu_clicked,menu_item_clicked,video_play,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,user_engagement,video_perc_completed,video_completed,button_test_ios,button_clicked,button_test_ios,button_clicked,button_test_ios,button_clicked,hamburger_menu_clicked,user_engagement
APP-Jnit7by7qNRMjy6K2k8hDrZ2UUM6c0d0b6203dc80c70da2064edbe0658b9,session_start,screen_view,app_open,login,user_engagement,screen_view,user_engagement,app_remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-JqIG3xQRHwepGrT3QxZ2djpvBZJcfbae6aac18ff01fdbf8e8088adaa7e50,install,login,user_engagement,screen_view,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-K8BiaPS7jNRDQsYJQBfJhufXubz9e2da78f1a96f62390664827e7e568efd,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-KCXYfwFwfEgOpnKWTvl6ZQUjfZ4A87ee92c73a9a187c17160b08d3094131,session_start,screen_view,app_open,login,user_engagement,screen_view,hamburger_menu_clicked,menu_item_clicked,menu_item_clicked,first_visit,session_start,scroll,menu_item_clicked,session_start,page_view,menu_item_clicked,video_play,video_closed,user_engagement,hamburger_menu_clicked,button_test_ios,button_clicked,video_play,video_perc_completed,user_engagement,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,hamburger_menu_clicked,menu_item_clicked,user_engagement,session_start,screen_view,app_open,login,user_engagement,screen_view,hamburger_menu_clicked,menu_item_clicked,menu_item_clicked,user_engagement,user_engagement,session_start,button_test_ios,button_clicked,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,hamburger_menu_clicked,menu_item_clicked,menu_item_clicked,menu_item_clicked,first_visit,session_start,scroll,first_visit,session_start,scroll,hamburger_menu_clicked,menu_item_clicked,session_start,button_clicked,session_start,button_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-L33qjMPDO2siwuDVVYZpy0oT2e1J966af1a833b4301a879db421178b17d8,session_start,screen_view,app_open,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,first_visit,session_start,page_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_manual_completed,video_completed,button_test_ios,button_clicked,user_engagement,screen_view,app_open,login,user_engagement,screen_view,button_test_ios,button_clicked,hamburger_menu_clicked,menu_item_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,video_closed,hamburger_menu_clicked,menu_item_clicked,hamburger_menu_clicked,menu_item_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,hamburger_menu_clicked,menu_item_clicked,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,
APP-M0jWY8G6fNmG5MstvlJ1qQt94LvL142e99254d63755e8b5c6d880a737a2e,install,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,video_perc_completed,video_perc_completed,video_perc_completed,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,user_engagement,user_engagement,video_closed,user_engagement,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,user_engagement,user_engagement,button_test_ios,button_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-M2qSJaBDBSDykH9OP8qx8Sx2jn8Q23d33bb0cd8ddc5b9aa2bdd6d3a99f56,session_start,app_update,os_update,screen_view,app_open,login,user_engagement,screen_view,video_play,user_engagement,video_closed,user_engagement,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-M3H9PFXSsISwwNGFgFH4pJ1Tk4596b94b2afef361a2692bad65f4c783732,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,video_closed,user_engagement,session_start,video_play,video_closed,user_engagement,video_play,video_perc_completed,video_closed,user_engagement,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,button_test_ios,button_clicked,hamburger_menu_clicked,menu_item_clicked,menu_item_clicked,video_play,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-M7aokyHjs6HWn7wPXYRS3nb2XoyR3d9502169731c6a95964dcc73d1cd925,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-MenZXbnXWTJc4w3o4VIV6rXp902H0a256bb3e5746e18dc0d545f63a407fc,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,first_visit,session_start,page_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-NCGaz8pPsmyOLUYVxQet4WRVkDdm697a77f4cfb33b1cc32cd23a18a72768,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_closed,video_play,video_perc_completed,video_perc_completed,video_closed,user_engagement,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,first_visit,session_start,page_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-NlVfWAeYC4Vfh5lM0YOLNLjv3RjYbc940a20d1f454aa1c9be6a9bd940479,session_start,screen_view,app_open,login,user_engagement,screen_view,user_engagement,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-Nz3cnEeZFYAKrsuUfc1jrVOITqb8ea9cf7fe1969b44af942415edb30b7a1,session_start,screen_view,app_update,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-O11OrPxodT9q9byfvOneCbP8Nwu9fef906478b7be8f7276b7498ffabe4a9,login,user_engagement,screen_view,user_engagement,session_start,screen_view,app_open,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-ODdvdS1GYC8SBGiqbObkw7DCx0qr7bdf688a429d9b0913ca25ed9b15e4f9,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_closed,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,user_engagement,screen_view,app_open,login,user_engagement,screen_view,video_play,user_engagement,video_perc_completed,video_perc_completed,video_perc_completed,user_engagement,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-Oa24rNT4e3Hf6rXEX1pzgw8ykVRg3c02cc718ef9bfa3657a148e047e46b4,login,user_engagement,screen_view,user_engagement,button_test_ios,button_clicked,video_play,video_perc_completed,user_engagement,video_perc_completed,video_perc_completed,user_engagement,user_engagement,video_perc_completed,video_completed,video_play,video_closed,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-OsqqVGB2mjZkQSpUqf08FHD0ubUU31cfe440ed792c90992dd03e1d36ff48,session_start,screen_view,app_open,user_engagement,login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-POcgwmzFx7cYUVFmN99ACgiuzVKA2cde4d0c12877b02565afb28c256e4c5,session_start,screen_view,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-Qd7PTYRRDBBG5BDNdFxr50H6ny3d9912b33894f68ec18ef8254514245519,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_manual_completed,video_completed,button_test_ios,button_clicked,user_engagement,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-QzR1b8w0lRvD5fW8O7PsVdmvC6Iu0b7dc6abe3ef35def86ae4c35912af9a,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,video_closed,video_play,user_engagement,screen_view,app_open,login,user_engagement,screen_view,video_play,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_manual_completed,video_completed,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-R5NqcEU5tTOdSMMUdFydl6J8WoTcebcda22f508081cd74903da94eeb7024,install,login,user_engagement,screen_view,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,button_test_android,button_clicked,notification_receive,notification_foreground,notification_receive,notification_foreground,video_play,video_closed,video_play,video_manual_completed,video_completed,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,button_test_android,button_clicked,notification_receive,notification_foreground,notification_receive,notification_foreground,video_play,video_play,video_manual_completed,video_completed,notification_receive,notification_foreground,notification_receive,notification_foreground,video_manual_completed,video_completed,notification_receive,notification_foreground,notification_receive,notification_foreground,button_test_android,button_clicked,notification_receive,notification_foreground,notification_receive,notification_foreground,button_test_android,button_clicked,first_visit,session_start,page_view,user_engagement,app_remove,,,,,,,,,,,,,,,,,,,,,,,,
APP-ReLfCaM3lZ6oDyjEAtdzM6krx9wI14b95104624e5014adcafd1afa04ec65,login,user_engagement,screen_view,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,button_test_android,button_clicked,notification_receive,notification_foreground,notification_receive,notification_foreground,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,notification_receive,notification_foreground,button_test_android,button_clicked,notification_receive,notification_foreground,notification_receive,notification_foreground,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-SWKBO5xvzR3b6JCPmVy0k5CehrEj8e036371a6859d6e313a2c94364ba9e7,session_start,screen_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-T09vnagMp6H3n2H9Xo2lvFBJdVUc149fae1196506ef59d217206415dfec7,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,first_visit,session_start,page_view,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-ToxqmoWXeJlisMmt8eA1ttZVQtDr53027665bba5bd7b8fefd18be97e376a,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-UnBlR0hBCTbR55afnxHcduypcUfb5aefdc6abb603e5d6febc88b5704c7a2,session_start,screen_view,app_update,os_update,app_open,login,user_engagement,screen_view,video_play,video_closed,video_play,video_closed,video_play,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_closed,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-UnvxXe23eWd6QSrewV56kd819Zk9d0b3146853d5c769601b2cb6c468de85,session_start,screen_view,app_open,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-UsYZvMLAsaerGhqqys6S8wifCuxw8f89cf00bb274a3cf7107531a58efed6,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,first_visit,session_start,page_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-VC1sJBcPg2oLgJwedvp8ZsCeg8DQ0711ce8433e91768499f805c79fef669,session_start,screen_view,app_open,login,user_engagement,screen_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-VZ4ZkIb2FMfRPRh0L6OGrbgwRpwOef8e0f793e408d2b63f5f5272deda3b6,app_remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-VyHXgDgCmBbqGqkg90JV8nintySO31bd2eab6516f88554b551b250ca0460,session_start,screen_view,app_update,app_open,login,user_engagement,screen_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-XUXg9LVLfDQtyYQzKHuk18xoP6Mo2b1e4977b99baedd51e3160e6d6c17ed,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_closed,hamburger_menu_clicked,menu_item_clicked,video_play,video_closed,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-XVVzSemKyHMGnZnidCklUFA5QuH7f923e0e8963ee5f8ef3659692e77be79,login,user_engagement,screen_view,notification_receive,notification_foreground,notification_receive,notification_foreground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-Y16aesNziWiLNGTOQ5kw3iHurHwq8230e9ab1fc4f2989b13feead316c2d7,os_update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-YgLYEE8ubhJuDcLVTOVyhyh4D7Ug8bef3ca2e0f0ab3109d33bf521409268,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-Z1dUsnH9sGJaa8Mv30MYT7HJfoP2fc22069cc5ae937025d1abf9098f5619,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,user_engagement,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-ZUJDeVrakuuXxy4pbNnBWf0hWiFE2e2d80054f0ae2a0c15f21a6e1dda139,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,user_engagement,video_perc_completed,video_perc_completed,video_perc_completed,video_manual_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,user_engagement,video_perc_completed,video_manual_completed,video_completed,user_engagement,hamburger_menu_clicked,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-ZjV7KlbsiKtCn7eVstAzWlBWKvZo35ba6a383a0288904af8581e77651f84,session_start,screen_view,app_open,login,user_engagement,screen_view,video_play,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-aJDdtKdfPpjI9jUimckKSZNdXzgRfa1b91ae8e74326dd35b750048cdb449,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,video_manual_completed,video_completed,button_test_ios,button_clicked,first_visit,session_start,page_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-aVrQDwNln8sFqzyeeEgZk0AJd0vY2fe93d8e9f0b484c39c6c47ceedea459,login,user_engagement,screen_view,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,video_play,video_perc_completed,video_perc_completed,video_perc_completed,video_perc_completed,video_completed,button_test_ios,button_clicked,first_visit,session_start,page_view,user_engagement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP-bzpXMgDHBK4awsC4Pm0kp0GNvB8Z958f0c2c33dc22a652284075ece2fe8a,session_start,screen_view,app_open,login,user_engagement,screen_view,user_engagement,app_remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
